pr_number,total_commits,human_commits,bot_commits,agent_commits,pattern,contributors,pr_title,pr_created_at,pr_merged_at,error
8779,1,1,0,0,human_only,human,docs: change to existing testing files,2025-05-29 05:25:02+00:00,2025-05-29 12:23:24+00:00,
8775,18,9,0,9,hybrid,"human, agent",Add automatic setup flow in CLI mode when settings are not found,2025-05-28 22:40:30+00:00,2025-06-04 00:01:12+00:00,
8774,3,0,0,3,agent_only,agent,Add integration tests for security analyzer,2025-05-28 22:02:52+00:00,,
8773,5,0,0,5,agent_only,agent,Add Conversation and OpenHands classes for conversation management,2025-05-28 21:57:30+00:00,,
8772,30,27,0,3,hybrid,"human, agent",Make CLI pip-installable,2025-05-28 21:29:39+00:00,2025-06-03 23:35:14+00:00,
8771,10,7,0,3,hybrid,"human, agent","Unrevert ""Add username parameter to AsyncBashSession""",2025-05-28 20:56:08+00:00,2025-06-04 18:32:27+00:00,
8770,7,7,0,0,human_only,human,[Feat]: Gitlab resolver,2025-05-28 20:40:52+00:00,2025-05-30 22:18:35+00:00,
8769,1,0,0,1,agent_only,agent,Fix KeyError on router error logging,2025-05-28 19:45:10+00:00,2025-05-28 19:59:19+00:00,
8767,1,1,0,0,human_only,human,"Revert ""Add username parameter to AsyncBashSession""",2025-05-28 18:10:22+00:00,2025-05-28 18:28:26+00:00,
8766,1,1,0,0,human_only,human,fix(frontend): Handle assistant messages at the top,2025-05-28 17:18:55+00:00,2025-05-28 17:33:05+00:00,
8764,11,8,0,3,hybrid,"human, agent",Add conversation-level budget cap,2025-05-28 16:41:24+00:00,,
8763,18,14,0,4,hybrid,"human, agent",Added Webhooks to event store,2025-05-28 15:51:25+00:00,2025-05-29 13:39:08+00:00,
8762,1,1,0,0,human_only,human,fix(frontend): Only clear UI messages on cid change,2025-05-28 15:16:53+00:00,2025-05-28 15:31:34+00:00,
8761,2,1,1,0,hybrid,"bot, human",chore(deps): bump the version-all group in /frontend with 5 updates,2025-05-28 15:14:13+00:00,,
8760,3,3,0,0,human_only,human,fix(frontend): Replace actions with their observations pairs in the chat interface,2025-05-28 14:50:31+00:00,2025-05-29 17:22:10+00:00,
8759,1,0,0,1,agent_only,agent,Improve typing enforcement and add evaluation directory typing check,2025-05-28 14:30:21+00:00,,
8758,1,0,1,0,bot_only,bot,chore(deps): bump the docusaurus group in /docs with 7 updates,2025-05-28 14:16:14+00:00,2025-05-28 17:24:55+00:00,
8756,1,1,0,0,human_only,human,Update microagent instructions,2025-05-28 13:35:02+00:00,,
8755,4,3,0,1,hybrid,"human, agent",Add vscode rules/ignores to .gitignore,2025-05-28 13:10:40+00:00,2025-05-28 13:42:11+00:00,
8754,3,0,0,3,agent_only,agent,Rename Conversation to ServerConversation and AppConfig to OpenHandsConfig,2025-05-28 13:10:17+00:00,2025-05-28 19:48:35+00:00,
8753,6,2,0,4,hybrid,"human, agent",Replace all occurrences of sid with conversation_id,2025-05-28 13:04:57+00:00,,
8752,2,2,0,0,human_only,human,hotfix(frontend): Invalidate and refetch git changes if messages aren't being received,2025-05-28 12:56:39+00:00,2025-05-28 13:22:15+00:00,
8751,10,7,0,3,hybrid,"human, agent",Add HTTP FileStore implementation,2025-05-28 11:12:53+00:00,2025-05-28 14:17:26+00:00,
8749,2,1,0,1,hybrid,"human, agent",Add documentation for using OpenHands as a library,2025-05-28 01:07:38+00:00,,
8747,1,0,0,1,agent_only,agent,Parallelize action execution server startup,2025-05-27 22:18:01+00:00,,
8746,10,4,0,6,hybrid,"human, agent",Add username parameter to AsyncBashSession,2025-05-27 22:10:24+00:00,2025-05-28 14:16:45+00:00,
8745,2,1,0,1,hybrid,"human, agent",(Hotfix): Handle cases where user secrets store doesn't exist,2025-05-27 21:43:26+00:00,2025-05-27 22:26:36+00:00,
8744,3,0,0,3,agent_only,agent,Fix TypeError in list_files endpoint while preserving router_error_log functionality,2025-05-27 21:36:08+00:00,2025-05-27 22:25:07+00:00,
8743,12,10,0,2,hybrid,"human, agent",Update login,2025-05-27 21:29:00+00:00,2025-05-28 17:53:35+00:00,
8742,5,4,0,1,hybrid,"human, agent",feat(aci): adding file viewing capability to different extension types,2025-05-27 21:18:58+00:00,2025-06-02 17:02:02+00:00,
8741,3,1,0,2,hybrid,"human, agent",Fix login method after auth,2025-05-27 19:21:26+00:00,,
8739,3,1,0,2,hybrid,"human, agent",Fix: Remove strip() from parameter value extraction to preserve indentation,2025-05-27 18:33:49+00:00,2025-05-27 20:24:00+00:00,
8738,1,0,0,1,agent_only,agent,Fix: Recompute loginMethodExists value when logout button is pushed,2025-05-27 18:10:00+00:00,,
8737,6,1,0,5,hybrid,"human, agent",Add refill link to out-of-credits error message,2025-05-27 17:46:49+00:00,2025-05-28 13:23:14+00:00,
8736,1,0,0,1,agent_only,agent,Fix localization issue with hardcoded English strings,2025-05-27 17:42:03+00:00,2025-05-28 22:40:58+00:00,
8734,4,0,0,4,agent_only,agent,Fix VS Code tab and other runtime-dependent features showing null,2025-05-27 17:29:22+00:00,2025-05-27 18:41:31+00:00,
8733,1,0,0,1,agent_only,agent,Fix openhands CLI command entry point,2025-05-27 16:48:45+00:00,,
8732,1,1,0,0,human_only,human,fix(frontend): Change how changes tab loads items,2025-05-27 16:18:45+00:00,,
8731,4,4,0,0,human_only,human,Release 0.40.0,2025-05-27 15:41:21+00:00,2025-06-01 20:38:08+00:00,
8729,1,1,0,0,human_only,human,fix(frontend): Don't show terminal commands in chat interface that are from the user,2025-05-27 15:26:10+00:00,2025-05-27 18:59:33+00:00,
8728,1,0,1,0,bot_only,bot,chore(deps-dev): bump tailwindcss from 3.4.17 to 4.1.7 in /frontend in the version-all group,2025-05-27 14:55:38+00:00,,
8727,1,0,1,0,bot_only,bot,chore(deps): bump mcpm from 1.12.0 to 1.13.0 in the mcp-packages group,2025-05-27 14:40:13+00:00,,
8726,1,1,0,0,human_only,human,docs: Mention dev container in Development.md,2025-05-27 14:34:00+00:00,2025-05-27 22:29:06+00:00,
8725,2,2,0,0,human_only,human,hotfix(frontend): Clear error message on WS connect,2025-05-27 13:56:18+00:00,2025-05-27 14:12:56+00:00,
8724,7,3,0,4,hybrid,"human, agent",Fix(docs): volumes configuration under [sandbox] in config.toml,2025-05-27 13:21:39+00:00,2025-05-27 16:30:07+00:00,
8718,1,1,0,0,human_only,human,Add model name,2025-05-27 06:47:40+00:00,2025-06-23 18:21:47+00:00,
8717,3,3,0,0,human_only,human,Don't display convo error if not authenticated,2025-05-27 05:18:29+00:00,,
8716,2,2,0,0,human_only,human,Add simple directions for dockerless install #ieeesoc,2025-05-27 01:50:38+00:00,,
8714,7,7,0,0,human_only,human,Feature/swe run interact,2025-05-26 22:08:47+00:00,2025-05-27 19:35:21+00:00,
8713,1,1,0,0,human_only,human,fix: url repo encode,2025-05-26 18:53:53+00:00,2025-05-27 13:39:13+00:00,
8712,4,4,0,0,human_only,human,Reduce more logs,2025-05-26 16:22:53+00:00,2025-05-27 14:05:04+00:00,
8711,3,3,0,0,human_only,human,fix(frontend): fix mobile view of SettingsModal,2025-05-26 16:14:01+00:00,2025-05-27 13:38:31+00:00,
8710,1,0,1,0,bot_only,bot,chore(deps): bump the version-all group across 1 directory with 16 updates,2025-05-26 15:43:13+00:00,2025-05-26 21:35:15+00:00,
8709,2,1,1,0,hybrid,"bot, human",chore(deps): bump the version-all group across 1 directory with 9 updates,2025-05-26 15:15:15+00:00,2025-05-27 14:33:28+00:00,
8704,1,1,0,0,human_only,human,(Chore): deprecate alias,2025-05-26 02:45:34+00:00,2025-05-29 15:01:29+00:00,
8703,1,0,0,1,agent_only,agent,Enhance Suggested Tasks feature to include authored issues and PRs,2025-05-25 23:30:00+00:00,,
8699,1,0,0,1,agent_only,agent,"[Not verified, do not review now.]Support cursorrules for OpenHands",2025-05-25 16:33:50+00:00,,
8698,1,1,0,0,human_only,human,fix(frontend): Fix Mistral AI provider mapping from display name to key(#8689),2025-05-25 15:34:06+00:00,,
8695,7,6,0,1,hybrid,"human, agent",bug: fix fn_call error during API response,2025-05-25 09:43:56+00:00,2025-05-26 12:10:10+00:00,
8694,3,3,0,0,human_only,human,docs: add language switcher links between README filesDocs/add language switcher,2025-05-25 08:40:10+00:00,,
8693,3,3,0,0,human_only,human,Fix Feedback Submission Retry,2025-05-25 08:35:39+00:00,2025-05-27 14:48:30+00:00,
8692,3,3,0,0,human_only,human,bug: fix cache_control missing during convertion,2025-05-25 07:59:10+00:00,2025-05-25 13:35:34+00:00,
8688,2,0,0,2,agent_only,agent,Fix ExceededBudgetError not being properly displayed in frontend,2025-05-24 21:19:04+00:00,,
8683,2,0,0,2,agent_only,agent,Fix issue #8682: [Bug]: Terminal tab not showing content until page refresh,2025-05-24 14:50:02+00:00,,
8681,1,0,0,1,agent_only,agent,Add Vercel configuration for deployment,2025-05-24 12:21:23+00:00,,
8680,2,2,0,0,human_only,human,"#Ieeesoc Fix diff view showing both ""waiting for runtime"" and diffs when agent is stopped  Fixes #8061",2025-05-24 05:19:17+00:00,,
8679,4,2,0,2,hybrid,"human, agent",[Refactor]: separate args setup logic for restarting conversations,2025-05-24 03:14:41+00:00,2025-05-27 17:16:33+00:00,
8678,1,1,0,0,human_only,human,Fix setup.sh error logging,2025-05-23 23:58:55+00:00,2025-05-24 21:23:26+00:00,
8677,7,7,0,0,human_only,human,Adding LLM Based Editing capability,2025-05-23 22:20:16+00:00,2025-06-09 13:57:20+00:00,
8676,16,16,0,0,human_only,human,Test branch,2025-05-23 21:59:56+00:00,,
8675,3,2,0,1,hybrid,"human, agent",Added ability to read specify permitted origins in env,2025-05-23 21:54:04+00:00,2025-05-24 01:18:20+00:00,
8674,30,0,0,30,agent_only,agent,Add OpenHands app support on windows without WSL,2025-05-23 19:18:56+00:00,2025-05-31 06:15:35+00:00,
8673,1,1,0,0,human_only,human,Update the versions to align with already released 0.39.2,2025-05-23 19:12:53+00:00,2025-05-25 16:09:19+00:00,
8672,4,4,0,0,human_only,human,fix(frontend): Consider agent state errors,2025-05-23 18:58:09+00:00,2025-05-27 13:30:53+00:00,
8671,2,1,0,1,hybrid,"human, agent",fix(frontend): Use uppercase event type for generic events without translation keys,2025-05-23 18:28:15+00:00,2025-05-24 18:20:08+00:00,
8670,3,3,0,0,human_only,human,hotfix(frontend): Prevent too many re-renders,2025-05-23 17:35:17+00:00,2025-05-24 09:38:51+00:00,
8669,2,2,0,0,human_only,human,[Fix]: conversation ID attachment in `create_new_conversation`,2025-05-23 17:32:02+00:00,2025-05-23 18:37:10+00:00,
8668,1,0,1,0,bot_only,bot,chore(deps): bump the version-all group across 1 directory with 14 updates,2025-05-23 16:58:19+00:00,,
8667,1,1,0,0,human_only,human,fix warning for workspace_base,2025-05-23 16:33:44+00:00,2025-05-23 19:11:53+00:00,
8666,1,1,0,0,human_only,human,Fix tip link,2025-05-23 16:03:32+00:00,2025-05-23 16:56:35+00:00,
8665,4,3,0,1,hybrid,"human, agent",chore: add claude 4 to verified mode & global replace 3.7 to claude 4,2025-05-23 15:11:58+00:00,2025-05-23 17:35:30+00:00,
8664,1,0,1,0,bot_only,bot,chore(deps): bump the version-all group across 1 directory with 13 updates,2025-05-23 15:02:13+00:00,,
8663,5,1,0,4,hybrid,"human, agent",Downgrade info logs to debug level for large data objects,2025-05-23 14:46:19+00:00,,
8662,1,0,1,0,bot_only,bot,chore(deps): bump the version-all group in /frontend with 2 updates,2025-05-23 14:42:32+00:00,,
8661,4,3,0,1,hybrid,"human, agent",fix(frontend): Fix `actionHasObservationPair` function to correctly identify pairs,2025-05-23 14:32:11+00:00,2025-05-24 09:39:38+00:00,
8660,2,1,0,1,hybrid,"human, agent",fix(frontend): Fix action buttons display bugs in chat interface,2025-05-23 14:14:35+00:00,2025-05-23 15:35:41+00:00,
8659,5,2,0,3,hybrid,"human, agent",refactor(frontend): Simplify `useConversation` hook by removing context dependency,2025-05-23 13:53:28+00:00,2025-05-23 15:56:00+00:00,
8658,6,5,0,1,hybrid,"human, agent",Release 0.39.2 with Claude 4,2025-05-23 13:50:31+00:00,,
8657,5,5,0,0,human_only,human,Add Claude 4,2025-05-23 13:37:53+00:00,,
8655,1,1,0,0,human_only,human,Expose partial MCP server addition failure logs,2025-05-23 09:25:17+00:00,2025-05-23 17:17:31+00:00,
8654,1,1,0,0,human_only,human,docs: fix debug command,2025-05-23 09:17:22+00:00,2025-05-23 16:43:27+00:00,
8653,3,3,0,0,human_only,human,Fix so redirect URL is in OAuth state,2025-05-23 07:20:54+00:00,2025-05-23 17:09:47+00:00,
8652,5,4,0,1,hybrid,"human, agent",Fix redirect,2025-05-23 03:45:56+00:00,,
8651,1,1,0,0,human_only,human,minor changes,2025-05-23 01:55:16+00:00,,
8650,1,0,0,1,agent_only,agent,Fix unlocalized elements in frontend,2025-05-23 01:30:15+00:00,2025-05-23 12:40:10+00:00,
8648,3,3,0,0,human_only,human,[Feat]: slack conversation instruction template ,2025-05-22 23:57:50+00:00,2025-05-23 18:39:53+00:00,
8647,11,10,0,1,hybrid,"human, agent",Fix conversation initial state,2025-05-22 21:58:57+00:00,2025-05-23 17:36:58+00:00,
8644,15,11,0,4,hybrid,"human, agent",feat(frontend): Display MCP tool name and arguments as JSON in MCPObservation when visualized in frontend,2025-05-22 20:49:43+00:00,2025-05-23 17:21:22+00:00,
8643,1,1,0,0,human_only,human,Downgrade info to debug log,2025-05-22 20:07:21+00:00,2025-05-23 11:43:40+00:00,
8642,2,2,0,0,human_only,human,add claude 4 to prompt caching and fn call list; do not add icl for devstral,2025-05-22 18:43:16+00:00,2025-05-22 19:10:00+00:00,
8641,18,17,0,1,hybrid,"human, agent",[refactor]: call load_openhands_config in resolver,2025-05-22 18:34:09+00:00,2025-06-01 14:48:17+00:00,
8638,30,18,0,12,hybrid,"human, agent",feat(agent): First-class Search API support via MCP,2025-05-22 16:35:55+00:00,2025-05-23 16:07:48+00:00,
8636,1,0,1,0,bot_only,bot,chore(deps): bump the version-all group with 5 updates,2025-05-22 15:36:18+00:00,,
8635,2,1,1,0,hybrid,"bot, human",chore(deps): bump the version-all group in /frontend with 2 updates,2025-05-22 14:47:27+00:00,2025-05-23 13:55:42+00:00,
8634,4,0,0,4,agent_only,agent,docs: add documentation for adding user settings and tooltips,2025-05-22 14:30:05+00:00,2025-05-22 17:38:55+00:00,
8633,14,4,0,10,hybrid,"human, agent",docs: add documentation for adding user settings and tooltips,2025-05-22 14:28:48+00:00,,
8631,2,2,0,0,human_only,human,Fix gitlab header error in console,2025-05-22 13:26:14+00:00,2025-05-22 20:22:03+00:00,
8627,2,2,0,0,human_only,human,Patch release,2025-05-21 22:29:44+00:00,,
8626,1,1,0,0,human_only,human,[Fix]: Don't start conversations without user instructions for remote api key conversations,2025-05-21 21:22:08+00:00,2025-05-21 21:51:48+00:00,
8625,1,0,0,1,agent_only,agent,Add mem0 as a submodule and implement the adapter module,2025-05-21 21:16:44+00:00,,
8624,1,1,0,0,human_only,human,"Revert ""Fix for issue where initial env vars are not passed to runtime""",2025-05-21 19:41:05+00:00,2025-05-21 20:00:56+00:00,
8623,8,6,0,2,hybrid,"human, agent",fix(frontend): MCP tool name rendering,2025-05-21 18:56:55+00:00,2025-05-22 13:46:40+00:00,
8622,2,2,0,0,human_only,human,[Fix]: make mcp config optional in settings,2025-05-21 18:56:23+00:00,2025-05-21 19:17:44+00:00,
8621,13,4,0,9,hybrid,"human, agent",feat(frontend): Add browsing toggle to settings with tooltip,2025-05-21 18:23:21+00:00,,
8620,11,5,0,6,hybrid,"human, agent",fix(mcp): fix the config conflict between microagent MCP tools & MCP config,2025-05-21 16:53:27+00:00,2025-05-21 20:26:02+00:00,
8619,1,1,0,0,human_only,human,Split IssueResolver class into a separate file,2025-05-21 16:41:44+00:00,2025-05-22 07:53:55+00:00,
8618,1,0,1,0,bot_only,bot,chore(deps): bump the version-all group across 1 directory with 2 updates,2025-05-21 16:11:59+00:00,2025-05-21 16:39:08+00:00,
8617,2,1,1,0,hybrid,"bot, human",chore(deps): bump the version-all group across 1 directory with 8 updates,2025-05-21 15:04:53+00:00,2025-05-21 19:35:00+00:00,
8616,1,0,1,0,bot_only,bot,chore(deps): bump the version-all group with 5 updates,2025-05-21 15:02:48+00:00,,
8615,1,1,0,0,human_only,human,docs: add Devstral MLX link for local models documentation,2025-05-21 14:53:02+00:00,2025-05-21 15:04:52+00:00,
8614,1,1,0,0,human_only,human,hotfix(frontend): Prevent merging conversation events when switching between conversations,2025-05-21 14:35:48+00:00,2025-05-21 15:12:05+00:00,
8613,14,0,0,14,agent_only,agent,Add conversation_id and user_id to LLM constructor,2025-05-21 14:24:32+00:00,,
8612,1,1,0,0,human_only,human,"Revert ""Fix passing environment""",2025-05-21 14:18:00+00:00,2025-05-21 14:32:48+00:00,
8611,1,0,1,0,bot_only,bot,chore(deps-dev): bump swagger-ui-dist from 5.21.0 to 5.22.0 in /docs in the version-all group,2025-05-21 14:06:35+00:00,2025-05-22 13:11:14+00:00,
8610,4,4,0,0,human_only,human,Fix unsupported MCP tools param,2025-05-21 13:45:40+00:00,2025-05-21 14:41:02+00:00,
8609,10,10,0,0,human_only,human,docs: update local llm documentation,2025-05-21 13:32:28+00:00,2025-05-21 14:05:21+00:00,
8608,3,3,0,0,human_only,human,Release 0.39.1,2025-05-21 13:07:40+00:00,2025-05-22 20:18:54+00:00,
8607,4,4,0,0,human_only,human,Add option to run patch evaluation on Modal,2025-05-21 07:27:10+00:00,2025-05-22 17:45:46+00:00,
8602,4,1,0,3,hybrid,"human, agent",Add Export Trajectory Button to Conversation Card,2025-05-21 02:12:00+00:00,,
8601,13,10,0,3,hybrid,"human, agent",[Refactor]: Update resolver instructions,2025-05-20 20:54:21+00:00,2025-05-21 23:26:48+00:00,
8600,1,1,0,0,human_only,human,Remove duplicated documentation from cognition,2025-05-20 20:31:33+00:00,2025-05-20 21:23:12+00:00,
8599,1,1,0,0,human_only,human,Windows local runtime docs,2025-05-20 20:22:31+00:00,,
8598,30,25,1,4,hybrid,"bot, human, agent",[WIP] OH Versa,2025-05-20 19:16:01+00:00,,
8597,1,1,0,0,human_only,human,Fix for issue where initial env vars are not passed to runtime,2025-05-20 16:36:18+00:00,2025-05-20 16:58:43+00:00,
8596,1,0,1,0,bot_only,bot,chore(deps): bump the version-all group with 6 updates,2025-05-20 15:29:22+00:00,2025-05-20 19:35:23+00:00,
8594,1,0,1,0,bot_only,bot,chore(deps): bump the version-all group in /frontend with 6 updates,2025-05-20 14:24:36+00:00,,
8593,8,8,0,0,human_only,human,TO DELETE,2025-05-20 14:03:22+00:00,,
8592,30,27,0,3,hybrid,"human, agent",feat(frontend): Memory UI,2025-05-20 14:03:08+00:00,2025-07-08 16:24:07+00:00,
8589,4,4,0,0,human_only,human,feat: Add dev container,2025-05-20 03:10:09+00:00,2025-05-27 01:35:27+00:00,
8588,30,25,0,5,hybrid,"human, agent",Nested Conversation Support,2025-05-20 01:14:36+00:00,2025-05-21 21:17:30+00:00,
8587,16,13,0,3,hybrid,"human, agent",Update to login if session times out and return to previous conversation,2025-05-19 21:29:10+00:00,2025-05-20 22:10:28+00:00,
8586,26,20,0,6,hybrid,"human, agent",[Feat]: add context msg to new conversation endpoint,2025-05-19 20:52:54+00:00,2025-05-20 20:47:15+00:00,
8585,8,7,0,1,hybrid,"human, agent",Fix unlocalized strings in frontend components,2025-05-19 18:21:38+00:00,2025-05-19 19:12:26+00:00,
8584,6,3,0,3,hybrid,"human, agent",Add SAAS login persistence and auto-login functionality,2025-05-19 18:20:09+00:00,,
8583,1,0,0,1,agent_only,agent,Enhance pause button visibility with gray circle background,2025-05-19 18:11:14+00:00,,
8582,2,1,0,1,hybrid,"human, agent",Fix duplicate translation keys in translation.json,2025-05-19 17:42:13+00:00,,
8581,1,1,0,0,human_only,human,make scrollbar prettier,2025-05-19 17:03:57+00:00,2025-05-19 17:23:47+00:00,
8580,1,0,0,1,agent_only,agent,fix: add missing translation keys to declaration.ts,2025-05-19 17:03:48+00:00,2025-05-19 17:49:57+00:00,
